iter	RMSE
590	0.1592541879
591	0.159174107
592	0.1587504789
593	0.1585907105
594	0.1581496158
595	0.1575933409
596	0.1568665405
597	0.1565112424
598	0.1564177267
599	0.1563096194
600	0.1560105745
601	0.1559424121
602	0.15560506
603	0.1552860671
604	0.1549685319
605	0.1547113025
606	0.1546454868
607	0.1544541109
608	0.154231286
609	0.1540524897
610	0.1538953795
611	0.1536245161
612	0.1534811489
613	0.1532815133
614	0.1532165973
615	0.152814855
616	0.1524257365
617	0.1521002984
618	0.1519331481
619	0.1514416091
620	0.1513798881
621	0.1510536056
622	0.1506275195
623	0.1503988413
624	0.1503399257
625	0.1500327271
626	0.1496347994
627	0.1493087999
628	0.1492481224
629	0.1491875318
630	0.1491167623
631	0.1488281344
632	0.1487583439
633	0.1484912435
634	0.1483207706
635	0.1477093106
636	0.1476539199
637	0.1475777764
638	0.1472297525
639	0.1468908925
640	0.1466138781
641	0.146206688
642	0.1461493114
643	0.1460927857
644	0.1457171066
645	0.1454700902
646	0.1453841769
647	0.1449394579
648	0.1446752318
649	0.144495716
650	0.1444284063
651	0.1440192172
652	0.143749142
653	0.1431698749
654	0.1425511369
655	0.142185372
656	0.1417197015
657	0.1412662884
658	0.140861739
659	0.1406657145
660	0.1401371216
661	0.1398536707
662	0.1397616699
663	0.1393800916
664	0.1393281652
665	0.1390098999
666	0.1387316527
667	0.1385202005
668	0.1382855404
669	0.1382182242
670	0.1379907583
671	0.1379364349
672	0.1375637544
673	0.1372903843
674	0.137183981
675	0.137008082
676	0.1366707983
677	0.1364229142
678	0.1361596834
679	0.1358460633
680	0.1357809071
681	0.1355195056
682	0.135422003
683	0.1353348327
684	0.1352179285
685	0.1350123608
686	0.1347957362
687	0.1347092247
688	0.1342699674
689	0.1341443321
690	0.1340731038
691	0.1339625239
692	0.1336267699
693	0.1335646549
694	0.1333532008
695	0.1332737562
696	0.1327588182
697	0.1325792751
698	0.132169309
699	0.1320802696
700	0.131648387
701	0.131533014
702	0.1311135561
703	0.1309116788
704	0.1308122607
705	0.1302653845
706	0.1300810877
707	0.1296916044
708	0.1295924893
709	0.1294055357
710	0.1293312805
711	0.1289510515
712	0.1286387416
713	0.1285880502
714	0.1283062277
715	0.1282163578
716	0.1280150016
717	0.1275813569
718	0.1272025273
719	0.1268939214
720	0.1268390843
721	0.1267833904
722	0.1267081072
723	0.1265717146
724	0.1264879159
725	0.1264127193
726	0.1259936071
727	0.1256973932
728	0.1254674564
729	0.1252140058
730	0.1251698059
731	0.1247057139
732	0.1245929285
733	0.1242412889
734	0.1240513928
735	0.1239775285
736	0.123554027
737	0.1234703174
738	0.1234174325
739	0.1230303498
740	0.1229165577
741	0.1226549077
742	0.1224970395
743	0.1222369379
744	0.122052486
745	0.1217701063
746	0.1215568827
747	0.1213321994
748	0.121248597
749	0.1208088417
750	0.1204309699
751	0.1203842579
752	0.1200950179
753	0.1197330063
754	0.1195710029
755	0.1193019355
756	0.1191938834
757	0.1189683789
758	0.1186374023
759	0.118548068
760	0.1184062547
761	0.1183526772
762	0.1182466798
763	0.1181630555
764	0.1177081694
765	0.1175354495
766	0.1173548152
767	0.1172999025
768	0.1171921983
769	0.1167448146
770	0.1164313594
771	0.116274341
772	0.1161104708
773	0.1159959728
774	0.115614763
775	0.1153313963
776	0.1151418012
777	0.1149702085
778	0.1147174865
779	0.1146196472
780	0.1143340685
781	0.1139898285
782	0.1138225443
783	0.1134108983
784	0.1129830315
785	0.112732476
786	0.1124229454
787	0.1123425651
788	0.1120669791
789	0.1118371975
790	0.1116438941
791	0.1115329254
792	0.1114561581
793	0.1113376905
794	0.1112985026
795	0.111078673
796	0.1109847836
797	0.1105059621
798	0.1099480272
799	0.1096123665
800	0.1092877803
801	0.1090262945
802	0.1085385071
803	0.1084118429
804	0.1082651042
805	0.1080464669
806	0.1078219512
807	0.107670985
808	0.107496424
809	0.1074171881
810	0.1072253792
811	0.1070390112
812	0.106750576
813	0.1065282227
814	0.1063647891
815	0.1061721586
816	0.1059542127
817	0.105910807
818	0.1057792303
819	0.1057038613
820	0.1055428827
821	0.1054578534
822	0.1051383872
823	0.1048335662
824	0.1045609492
825	0.1042715832
826	0.1039160642
827	0.1038169131
828	0.1037658129
829	0.1034453612
830	0.1030603569
831	0.102888585
832	0.1026491042
833	0.1025980323
834	0.1024034345
835	0.10195478
836	0.1018166019
837	0.1016108375
838	0.1014560808
839	0.1011907249
840	0.1010552631
841	0.1008764088
842	0.1007580579
843	0.1005886365
844	0.1003484104
845	0.1003073427
846	0.1002621285
847	0.09980990133
848	0.09964894119
849	0.09936144573
850	0.09913324159
851	0.09910068293
852	0.09894920367
853	0.09877065157
854	0.09871545004
855	0.09863919204
856	0.09853075393
857	0.09847754286
858	0.09828079718
859	0.09800880361
860	0.09787022579
861	0.0975898552
862	0.09745710557
863	0.09740638108
864	0.09716997942
865	0.09703744362
866	0.0969574827
867	0.09687786535
868	0.09676423478
869	0.09653068024
870	0.09643381244
871	0.0961881324
872	0.09605324617
873	0.09598596447
874	0.0958649429
875	0.09578771207
876	0.09554774878
877	0.09542515362
878	0.09524609857
879	0.09516957276
880	0.09493170575
881	0.09469082369
882	0.09432698865
883	0.09419628441
884	0.09404974165
885	0.09378507392
886	0.0936582304
887	0.09346528579
888	0.09324271152
889	0.09319299262
890	0.09300523215
891	0.09290086926
892	0.09278748847
893	0.09271897447
894	0.09258165632
895	0.09251835707
896	0.09229988453
897	0.09210515738
898	0.09204571344
899	0.09198466829
900	0.09170419873
901	0.09156539149
902	0.09120148871
903	0.09109356035
904	0.09101259526
905	0.09097527782
906	0.0908966113
907	0.09070592877
908	0.09063525867
909	0.09041970668
910	0.09035178476
911	0.09009942221
912	0.09002817757
913	0.08964623975
914	0.08930943001
915	0.08921606144
916	0.08917516201
917	0.088969958
918	0.08872763417
919	0.08866249398
920	0.08842823568
921	0.08827330876
922	0.08809585022
923	0.08799200273
924	0.08754390982
925	0.08734783864
926	0.08705146259
927	0.08699060751
928	0.0869004311
929	0.08668282251
930	0.08652880635
931	0.08629886263
932	0.0862058104
933	0.08607202147
934	0.0858738206
935	0.08567262458
936	0.08558695298
937	0.08538626556
938	0.0852634884
939	0.08512301772
940	0.08487115678
941	0.08472333162
942	0.08454452543
943	0.08440959664
944	0.08415621403
945	0.08410588034
946	0.08396619716
947	0.0837827513
948	0.08366044092
949	0.08347289002
950	0.08343097784
951	0.0833558979
952	0.08332495879
953	0.08319161049
954	0.08309637698
955	0.08306141392
956	0.0828752894
957	0.08276759753
958	0.0825916993
959	0.08237536404
960	0.08217595351
961	0.08204989349
962	0.08187432088
963	0.08155687056
964	0.08137563394
965	0.08133472398
966	0.08124266299
967	0.08121823783
968	0.0810589887
969	0.08092442334
970	0.08089195609
971	0.08069528732
972	0.08058161239
973	0.08042775632
974	0.08027509541
975	0.08016780696
976	0.07995529492
977	0.07992096357
978	0.07984443096
979	0.07981882863
980	0.07971459073
981	0.07954291044
982	0.07938289701
983	0.07921537145
984	0.078956601
985	0.07890263856
986	0.07883959088
987	0.07860580301
988	0.07847134139
989	0.07834031943
990	0.07821124938
991	0.07809323129
992	0.07799725593
993	0.07786670163
994	0.07779014312
995	0.077743028
996	0.07757622102
997	0.07744287181
998	0.07735398085
999	0.07729535112
