MAX30009reg0x17,MAX30009reg0x18,MAX30009reg0x19,MAX30009reg0x1A,MAX30009reg0x20,MAX30009reg0x21,MAX30009reg0x22,MAX30009reg0x23,MAX30009reg0x24,MAX30009reg0x25,MAX30009reg0x26,MAX30009reg0x27,MAX30009reg0x28,MAX30009reg0x41,MAX30009reg0x41,MAX30009reg0x43,MAX30009reg0x44,MAX30009reg0x50,
MAX30009reg0x51,MAX30009reg0x58,MAX30009reg0xFE,MAX30009reg0xFF,0,0,accelID,fileParseID,0,0,RTCpreScale,WallClock_B3,WallClock_B2,WallClock_B1,WallClock_B0,UseAcc,WallClock_B5,WallClock_B4,
0xc9,0x1f,0x01,0x00,0x37,0x00,0x18,0x00,0x73,0x4a,0x00,0xff,0x00,0x06,0x01,0xa0,0xf1,0x00,
0x00,0x07,0x03,0x42,0x00,0x00,0x00,0x00,0x00,0x00,0x1f,0x6f,0xea,0x62,0x40,0x00,0x01,0x8d,
start time,1706979648064
timestamp,sampleNum,BIOZI,BIOZQ,temperature,RTC,statusCache1,statusCache0,sensor,regAddr,val,I2Caddr,
1706979648094.206300,1,17589.000000,12398.000000,,,,,,,,,
1706979648104.412600,2,26655.000000,-1962.000000,,,,,,,,,
1706979648114.618900,3,29864.000000,-5578.000000,,,,,,,,,
1706979648124.825200,4,30145.000000,-5371.000000,,,,,,,,,
1706979648135.031500,5,30275.000000,-5463.000000,,,,,,,,,
1706979648145.237800,6,30268.000000,-4929.000000,,,,,,,,,
1706979648155.444100,7,30208.000000,-5142.000000,,,,,,,,,
1706979648165.650400,8,29757.000000,-5099.000000,,,,,,,,,
1706979648175.856700,9,30017.000000,-5492.000000,,,,,,,,,
1706979648186.062700,10,29850.000000,-5467.000000,,,,,,,,,
1706979648196.269000,11,30422.000000,-5422.000000,,,,,,,,,
1706979648206.475300,12,30216.000000,-5200.000000,,,,,,,,,
1706979648216.681600,13,30431.000000,-5002.000000,,,,,,,,,
1706979648226.887900,14,29877.000000,-5033.000000,,,,,,,,,
1706979648237.094200,15,29809.000000,-4988.000000,,,,,,,,,
1706979648247.300500,16,29732.000000,-5413.000000,,,,,,,,,
1706979648257.506800,17,30086.000000,-5358.000000,,,,,,,,,
1706979648267.713100,18,30298.000000,-5549.000000,,,,,,,,,
1706979648277.919400,19,30243.000000,-4950.000000,,,,,,,,,
1706979648288.125700,20,30196.000000,-5093.000000,,,,,,,,,
1706979648298.332000,21,29779.000000,-4905.000000,,,,,,,,,
1706979648308.538300,22,29819.000000,-5305.000000,,,,,,,,,
1706979648318.744600,23,29814.000000,-5465.000000,,,,,,,,,
1706979648328.950900,24,30472.000000,-5536.000000,,,,,,,,,
1706979648339.157200,25,30323.000000,-5409.000000,,,,,,,,,
1706979648349.363500,26,30427.000000,-4931.000000,,,,,,,,,
1706979648359.569800,27,29968.000000,-4902.000000,,,,,,,,,
1706979648369.776100,28,29828.000000,-5013.000000,,,,,,,,,
1706979648379.982400,29,29661.000000,-5407.000000,,,,,,,,,
1706979648390.188500,30,29996.000000,-5338.000000,,,,,,,,,
1706979648400.394800,31,30179.000000,-5559.000000,,,,,,,,,
1706979648410.601100,32,30457.000000,-5177.000000,,,,,,,,,
1706979648420.807400,33,30300.000000,-5129.000000,,,,,,,,,
1706979648431.013700,34,30059.000000,-4688.000000,,,,,,,,,
1706979648441.220000,35,30005.000000,-5145.000000,,,,,,,,,
1706979648451.426300,36,29732.000000,-5149.000000,,,,,,,,,
1706979648461.632600,37,30052.000000,-5463.000000,,,,,,,,,
1706979648471.838900,38,30086.000000,-5290.000000,,,,,,,,,
1706979648482.045200,39,30470.000000,-5156.000000,,,,,,,,,
1706979648492.251500,40,30003.000000,-4906.000000,,,,,,,,,
1706979648502.457800,41,30079.000000,-4756.000000,,,,,,,,,
1706979648512.664100,42,29664.000000,-5278.000000,,,,,,,,,
1706979648522.870400,43,30019.000000,-5315.000000,,,,,,,,,
1706979648533.076700,44,30248.000000,-5582.000000,,,,,,,,,
1706979648543.283000,45,30289.000000,-5028.000000,,,,,,,,,
1706979648553.489300,46,30209.000000,-5125.000000,,,,,,,,,
1706979648563.695600,47,29739.000000,-4807.000000,,,,,,,,,
1706979648573.901900,48,30006.000000,-5171.000000,,,,,,,,,
1706979648584.108200,49,29824.000000,-5444.000000,,,,,,,,,
1706979648594.314200,50,30215.000000,-5546.000000,,,,,,,,,
1706979648604.520500,51,30143.000000,-5438.000000,,,,,,,,,
1706979648614.726800,52,30440.000000,-5093.000000,,,,,,,,,
1706979648624.933100,53,30040.000000,-5014.000000,,,,,,,,,
1706979648635.139400,54,30012.000000,-4866.000000,,,,,,,,,
1706979648645.345700,55,29706.000000,-5148.000000,,,,,,,,,
1706979648655.552000,56,29965.000000,-5191.000000,,,,,,,,,
1706979648665.758300,57,30079.000000,-5565.000000,,,,,,,,,
1706979648675.964600,58,30297.000000,-5111.000000,,,,,,,,,
1706979648686.170900,59,30415.000000,-5066.000000,,,,,,,,,
1706979648696.377200,60,29939.000000,-4778.000000,,,,,,,,,
1706979648706.583500,61,29844.000000,-5180.000000,,,,,,,,,
1706979648716.789800,62,29589.000000,-5387.000000,,,,,,,,,
1706979648726.996100,63,30196.000000,-5494.000000,,,,,,,,,
1706979648737.202400,64,30227.000000,-5469.000000,,,,,,,,,
1706979648747.408700,65,30486.000000,-5096.000000,,,,,,,,,
1706979648757.615000,66,29922.000000,-5184.000000,,,,,,,,,
1706979648767.821300,67,29793.000000,-4926.000000,,,,,,,,,
1706979648778.027600,68,29755.000000,-5317.000000,,,,,,,,,
1706979648788.233600,69,29846.000000,-5260.000000,,,,,,,,,
1706979648798.439900,70,30249.000000,-5586.000000,,,,,,,,,
1706979648808.646200,71,30248.000000,-5179.000000,,,,,,,,,
1706979648818.852500,72,30334.000000,-5122.000000,,,,,,,,,
1706979648829.058800,73,29814.000000,-4896.000000,,,,,,,,,
1706979648839.265100,74,29980.000000,-5152.000000,,,,,,,,,
1706979648849.471400,75,29724.000000,-5517.000000,,,,,,,,,
1706979648859.677700,76,30348.000000,-5340.000000,,,,,,,,,
1706979648869.884000,77,30265.000000,-5415.000000,,,,,,,,,
1706979648880.090300,78,30271.000000,-4860.000000,0.000000,1024,13,0,,,,,
1706979648890.296600,79,30054.000000,-5094.000000,,,,,,,,,
1706979648900.502900,80,29812.000000,-4986.000000,,,,,,,,,
1706979648910.709200,81,29982.000000,-5487.000000,,,,,,,,,
