MAX30009reg0x17,MAX30009reg0x18,MAX30009reg0x19,MAX30009reg0x1A,MAX30009reg0x20,MAX30009reg0x21,MAX30009reg0x22,MAX30009reg0x23,MAX30009reg0x24,MAX30009reg0x25,MAX30009reg0x26,MAX30009reg0x27,MAX30009reg0x28,MAX30009reg0x41,MAX30009reg0x41,MAX30009reg0x43,MAX30009reg0x44,MAX30009reg0x50,
MAX30009reg0x51,MAX30009reg0x58,MAX30009reg0xFE,MAX30009reg0xFF,0,0,accelID,fileParseID,0,0,RTCpreScale,WallClock_B3,WallClock_B2,WallClock_B1,WallClock_B0,UseAcc,WallClock_B5,WallClock_B4,
0xc9,0x1f,0x01,0x00,0x37,0x00,0x18,0x00,0x73,0x4a,0x00,0xff,0x00,0x06,0x01,0xa0,0xf1,0x00,
0x00,0x07,0x03,0x42,0x00,0x00,0x00,0x00,0x00,0x00,0x1f,0x6f,0x24,0xda,0x08,0x00,0x01,0x8d,
start time,1706966702600
timestamp,sampleNum,BIOZI,BIOZQ,temperature,RTC,statusCache1,statusCache0,sensor,regAddr,val,I2Caddr,
1706966702630.206300,1,17443.000000,12496.000000,,,,,,,,,
1706966702640.412600,2,25460.000000,-1489.000000,,,,,,,,,
1706966702650.618900,3,28119.000000,-4795.000000,,,,,,,,,
1706966702660.825200,4,28526.000000,-4678.000000,,,,,,,,,
1706966702671.031500,5,28722.000000,-4820.000000,,,,,,,,,
1706966702681.237800,6,28518.000000,-4213.000000,,,,,,,,,
1706966702691.444100,7,28513.000000,-4428.000000,,,,,,,,,
1706966702701.650400,8,28096.000000,-4683.000000,,,,,,,,,
1706966702711.856700,9,28615.000000,-4699.000000,0.000000,303,5,0,,,,,
1706966702722.063000,10,28678.000000,-4820.000000,,,,,,,,,
1706966702732.269300,11,28576.000000,-4298.000000,,,,,,,,,
1706966702742.475600,12,28390.000000,-4499.000000,,,,,,,,,
1706966702752.681900,13,28006.000000,-4521.000000,,,,,,,,,
1706966702762.888200,14,28476.000000,-4858.000000,,,,,,,,,
1706966702773.094500,15,28466.000000,-4847.000000,,,,,,,,,
1706966702783.300800,16,28865.000000,-4501.000000,,,,,,,,,
1706966702793.507100,17,28457.000000,-4432.000000,,,,,,,,,
1706966702803.713400,18,28216.000000,-4238.000000,,,,,,,,,
1706966702813.919700,19,28315.000000,-4912.000000,,,,,,,,,
1706966702824.126000,20,28375.000000,-4760.000000,,,,,,,,,
1706966702834.332300,21,28913.000000,-4657.000000,,,,,,,,,
1706966702844.538600,22,28390.000000,-4416.000000,,,,,,,,,
1706966702854.744900,23,28415.000000,-4241.000000,,,,,,,,,
1706966702864.951200,24,28184.000000,-4786.000000,,,,,,,,,
1706966702875.157500,25,28394.000000,-4685.000000,,,,,,,,,
1706966702885.363800,26,28787.000000,-4843.000000,,,,,,,,,
1706966702895.570100,27,28499.000000,-4390.000000,,,,,,,,,
1706966702905.776400,28,28512.000000,-4352.000000,,,,,,,,,
1706966702915.982700,29,28037.000000,-4657.000000,,,,,,,,,
1706966702926.189000,30,28386.000000,-4688.000000,,,,,,,,,
1706966702936.395300,31,28583.000000,-4932.000000,,,,,,,,,
1706966702946.601600,32,28641.000000,-4418.000000,,,,,,,,,
1706966702956.807900,33,28655.000000,-4517.000000,,,,,,,,,
1706966702967.014200,34,28134.000000,-4486.000000,,,,,,,,,
1706966702977.220500,35,28387.000000,-4664.000000,,,,,,,,,
1706966702987.426800,36,28414.000000,-4961.000000,,,,,,,,,
1706966702997.633100,37,28805.000000,-4557.000000,,,,,,,,,
1706966703007.839400,38,28666.000000,-4579.000000,,,,,,,,,
1706966703018.045700,39,28288.000000,-4284.000000,,,,,,,,,
1706966703028.252000,40,28347.000000,-4708.000000,,,,,,,,,
1706966703038.458300,41,28257.000000,-4784.000000,,,,,,,,,
1706966703048.664600,42,28810.000000,-4845.000000,,,,,,,,,
1706966703058.870800,43,28609.000000,-4601.000000,,,,,,,,,
1706966703069.077100,44,28634.000000,-4211.000000,,,,,,,,,
1706966703079.283200,45,28273.000000,-4583.000000,,,,,,,,,
1706966703089.489500,46,28219.000000,-4574.000000,,,,,,,,,
1706966703099.695800,47,28542.000000,-4979.000000,,,,,,,,,
1706966703109.902100,48,28615.000000,-4666.000000,,,,,,,,,
1706966703120.108400,49,28866.000000,-4468.000000,,,,,,,,,
1706966703130.314700,50,28221.000000,-4479.000000,,,,,,,,,
1706966703140.521000,51,28307.000000,-4523.000000,,,,,,,,,
1706966703150.727300,52,28370.000000,-5011.000000,,,,,,,,,
1706966703160.933600,53,28566.000000,-4666.000000,,,,,,,,,
1706966703171.139900,54,28846.000000,-4640.000000,,,,,,,,,
1706966703181.346200,55,28466.000000,-4245.000000,,,,,,,,,
1706966703191.552500,56,28421.000000,-4456.000000,,,,,,,,,
1706966703201.758800,57,28088.000000,-4631.000000,,,,,,,,,
1706966703211.965100,58,28530.000000,-4844.000000,,,,,,,,,
1706966703222.171400,59,28496.000000,-4911.000000,,,,,,,,,
1706966703232.377700,60,28742.000000,-4402.000000,,,,,,,,,
1706966703242.584000,61,28467.000000,-4540.000000,,,,,,,,,
1706966703252.790300,62,28185.000000,-4377.000000,,,,,,,,,
1706966703262.996600,63,28438.000000,-4898.000000,,,,,,,,,
1706966703273.202900,64,28429.000000,-4884.000000,,,,,,,,,
1706966703283.409200,65,28863.000000,-4589.000000,,,,,,,,,
1706966703293.615500,66,28504.000000,-4493.000000,,,,,,,,,
1706966703303.821800,67,28437.000000,-4249.000000,,,,,,,,,
1706966703314.028100,68,28151.000000,-4738.000000,,,,,,,,,
1706966703324.234400,69,28245.000000,-4647.000000,,,,,,,,,
1706966703334.440700,70,28726.000000,-4893.000000,,,,,,,,,
1706966703344.647000,71,28500.000000,-4501.000000,,,,,,,,,
1706966703354.853300,72,28619.000000,-4315.000000,,,,,,,,,
1706966703365.059600,73,28100.000000,-4599.000000,,,,,,,,,
1706966703375.265900,74,28395.000000,-4656.000000,,,,,,,,,
1706966703385.472200,75,28606.000000,-5007.000000,,,,,,,,,
1706966703395.678500,76,28606.000000,-4476.000000,,,,,,,,,
1706966703405.884800,77,28685.000000,-4496.000000,,,,,,,,,
1706966703416.091100,78,28103.000000,-4400.000000,,,,,,,,,
1706966703426.297400,79,28296.000000,-4617.000000,,,,,,,,,
1706966703436.503700,80,28296.000000,-4990.000000,,,,,,,,,
1706966703446.710000,81,28672.000000,-4655.000000,,,,,,,,,
1706966703456.916300,82,28611.000000,-4527.000000,,,,,,,,,
1706966703467.122600,83,28361.000000,-4198.000000,,,,,,,,,
1706966703477.328900,84,28414.000000,-4798.000000,,,,,,,,,
1706966703487.535200,85,28122.000000,-4875.000000,,,,,,,,,
1706966703497.741500,86,28732.000000,-4809.000000,,,,,,,,,
1706966703507.947800,87,28579.000000,-4708.000000,,,,,,,,,
1706966703518.154100,88,28550.000000,-4234.000000,,,,,,,,,
1706966703528.360400,89,28292.000000,-4630.000000,,,,,,,,,
1706966703538.566700,90,28167.000000,-4572.000000,,,,,,,,,
1706966703548.772900,91,28547.000000,-4917.000000,,,,,,,,,
1706966703558.979200,92,28574.000000,-4653.000000,,,,,,,,,
1706966703569.185500,93,28851.000000,-4404.000000,,,,,,,,,
1706966703579.391800,94,28320.000000,-4407.000000,,,,,,,,,
1706966703589.598100,95,28355.000000,-4434.000000,,,,,,,,,
1706966703599.804400,96,28348.000000,-4998.000000,,,,,,,,,
1706966703610.010700,97,28545.000000,-4713.000000,,,,,,,,,
1706966703620.217000,98,28757.000000,-4744.000000,,,,,,,,,
1706966703630.423300,99,28483.000000,-4267.000000,,,,,,,,,
1706966703640.629600,100,28465.000000,-4375.000000,,,,,,,,,
1706966703650.835900,101,28063.000000,-4691.000000,,,,,,,,,
1706966703661.042200,102,28483.000000,-4700.000000,,,,,,,,,
1706966703671.248500,103,28634.000000,-4883.000000,,,,,,,,,
1706966703681.454800,104,28693.000000,-4348.000000,,,,,,,,,
1706966703691.661100,105,28525.000000,-4504.000000,,,,,,,,,
1706966703701.867400,106,28108.000000,-4373.000000,,,,,,,,,
1706966703712.073700,107,28298.000000,-4838.000000,,,,,,,,,
1706966703722.280000,108,28271.000000,-4879.000000,0.000000,1338,7,0,,,,,
1706966703732.486300,109,28874.000000,-4620.000000,,,,,,,,,
1706966703742.692600,110,28547.000000,-4514.000000,,,,,,,,,
1706966703752.898900,111,28378.000000,-4222.000000,,,,,,,,,
